biome1,biome2,biome3,accession,experiment_type,platform,model
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683634,metagenomic,ILLUMINA,Illumina HiSeq 2000
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683645,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683622,metagenomic,ILLUMINA,Illumina HiSeq 2000
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683629,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683615,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683638,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683640,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683617,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683624,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683625,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683627,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683635,metagenomic,ILLUMINA,Illumina HiSeq 2000
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683620,metagenomic,ILLUMINA,Illumina HiSeq 2000
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683630,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683631,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683639,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2683642,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,SRR3341855,metagenomic,ILLUMINA,Illumina Genome Analyzer IIx
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,SRR3341747,metagenomic,ILLUMINA,Illumina Genome Analyzer IIx
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,SRR3341746,metagenomic,ILLUMINA,Illumina Genome Analyzer IIx
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR3079486,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR3085930,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR3085921,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR3083899,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR3082345,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR3132464,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR3132463,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR3132462,metagenomic,ILLUMINA,Illumina MiSeq
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2407578,metagenomic,ILLUMINA,Illumina HiSeq 1500
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2407577,metagenomic,ILLUMINA,Illumina HiSeq 1500
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2437277,metagenomic,ILLUMINA,Illumina HiSeq 1500
Environmental,Environmental:Aquatic,Environmental:Aquatic:Non-marine Saline and Alkaline,ERR2437276,metagenomic,ILLUMINA,Illumina HiSeq 1500
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908350,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908322,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908315,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908324,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908328,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908327,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908313,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908323,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR12908326,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,ERR7135129,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,ERR7135109,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,ERR7135125,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917302,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1916815,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917054,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1916840,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917411,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1916583,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917151,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917152,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1916824,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917156,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917310,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917065,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1917097,metagenomic,ILLUMINA,Illumina HiSeq 2000
Engineered,Engineered:Lab enrichment,Engineered:Lab enrichment:Defined media,SRR1919339,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Respiratory system,SRR8731625,metagenomic,ILLUMINA,Illumina HiSeq 2000
Host-associated,Host-associated:Human,Host-associated:Human:Respiratory system,ERR3274631,metagenomic,ILLUMINA,Illumina HiSeq 4000
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR9581643,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713635,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713636,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713634,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713633,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713632,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713631,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713629,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713628,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713630,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713627,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713626,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,SRR6713625,metagenomic,ILLUMINA,HiSeq X Ten
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155590,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155591,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155592,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155593,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155594,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155595,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155596,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155597,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155586,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155587,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155588,metagenomic,ILLUMINA,Illumina MiSeq
Engineered,Engineered:Solid waste,Engineered:Solid waste:Composting,ERR3155589,metagenomic,ILLUMINA,Illumina MiSeq
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398794,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398824,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398734,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398769,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398817,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398708,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398806,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398772,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398795,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398788,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398704,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398801,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398761,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398720,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398774,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398722,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398751,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398710,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398775,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398832,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398779,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398750,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398785,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398825,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398744,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398723,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398781,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398727,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398815,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398796,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398741,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398803,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398771,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398766,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398735,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398711,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398804,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398768,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398811,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398818,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398813,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398798,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398805,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398780,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398808,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398714,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398740,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398738,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398729,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398758,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398731,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398763,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398826,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398717,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398707,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398790,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398786,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398828,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398823,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398778,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398745,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398782,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398784,metagenomic,ILLUMINA,Illumina NovaSeq 6000
Host-associated,Host-associated:Animal,Host-associated:Animal:Digestive system,ERR4398752,metagenomic,ILLUMINA,Illumina NovaSeq 6000
